ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-35102709,B,Amblystegiaceae,,Amblystegium,,"aquaticum",,"","Broth. & Paris",Synonym,,M,TRO,35102709,,"Rev. Bryol.","31: 93","93","1904",tro-35164181
tro-35102710,B,Amblystegiaceae,,Amblystegium,,"argillicola",,"","Lindb. ex Broth.",Synonym,,M,TRO,35102710,,"Acta Soc. Sci. Fenn.","19(12): 102","102","1892",tro-35138760
tro-35102712,B,Amblystegiaceae,,Amblystegium,,"arvernense",,"","Thér.",Accepted,,M,TRO,35102712,,"Bull. Soc. Bot. France","60: ccxxx","ccxxx","1913",
tro-35102713,B,Amblystegiaceae,,Amblystegium,,"atrovirens",,"","Hesselbo",Synonym,,M,TRO,35102713,,"Bot. Tidsskr.","25: 406. f. 8","406","1903",tro-35102941
tro-35102715,B,Amblystegiaceae,,Amblystegium,,"auriculatum",,"","Bryhn",Accepted,,M,TRO,35102715,,"Nyt Mag. Naturvidensk.","40: 9","9","1902",
tro-35102716,B,Amblystegiaceae,,Amblystegium,,"austrofluviatile",,"","(Müll. Hal.) Paris",Synonym,,M,TRO,35102716,,"Index Bryol.","12","12","1894",tro-35164183
tro-35102717,B,Amblystegiaceae,,Amblystegium,,"austrohygrophilum",,"","Broth.",Synonym,,M,TRO,35102717,,"Proc. Linn. Soc. New South Wales","41: 594","594","1916",tro-35204131
tro-35160985,B,Amblystegiaceae,,Amblystegium,,"austroserpens",,"","(Müll. Hal.) Kindb.",Accepted,,M,TRO,35160985,,"Enum. Bryin. Exot.","6","6","1888",
tro-35102719,B,Amblystegiaceae,,Amblystegium,,"badium",,"","(Hartm.) Lindb.",Synonym,,M,TRO,35102719,,"Musci Scand.","33","33","1879",tro-35160562
tro-35102720,B,Amblystegiaceae,,Amblystegium,,"badium",var.,"patens","Hult",Synonym,,L,TRO,35102720,,"Acta Soc. Fauna Fl. Fenn.","3: 99","99","1886",tro-35133146
tro-35102721,B,Amblystegiaceae,,Amblystegium,,"badium x latifolium",,"","Arnold",Accepted,,M,TRO,35102721,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 122","122","1890",
tro-35186302,B,Amblystegiaceae,,Amblystegium,,"bandaiense",,"","(Broth. & Paris ex Takaki) Nog.",Accepted,,M,TRO,35186302,,"Ill. Moss Fl. Japan","4: 896","896","1991",
tro-35102723,B,Amblystegiaceae,,Amblystegium,,"berggrenii",,"","(C.E.O. Jensen) C.E.O. Jensen",Synonym,,M,TRO,35102723,,"Meddel. Grønland","15: 432","432","1898",tro-35133215
tro-35102724,B,Amblystegiaceae,,Amblystegium,,"boreale",,"","Dixon",Synonym,,M,TRO,35102724,,"Bryologist","36: 4. a–d","4","1933",tro-35133349
tro-35160987,B,Amblystegiaceae,,Amblystegium,,"brachiatum",,"","(Mitt.) Broth.",Accepted,,M,TRO,35160987,,"Abh. Naturwiss. Vereine Bremen","16(3): 509","509","1900",
tro-35102726,B,Amblystegiaceae,,Amblystegium,,"brachypelmatum",,"","Müll. Hal.",Synonym,,M,TRO,35102726,,"Hedwigia","36: 131","131","1897",tro-35138778
tro-35102727,B,Amblystegiaceae,,Amblystegium,,"brachyphyllum",,"","Cardot & Thér.",Accepted,,M,TRO,35102727,,"Minnesota Bot. Stud.","3: 123. 20 f. 3","123","1903",
tro-35160989,B,Amblystegiaceae,,Amblystegium,,"brevifolium",,"","(Lindb.) C.E.O. Jensen",Synonym,,M,TRO,35160989,,"Dymphna Togt. Zool. Bot. Utbytte","69","69","1887",tro-35186354
tro-35102729,B,Amblystegiaceae,,Amblystegium,,"brevinerve",,"","Broth.",Synonym,,M,TRO,35102729,,"Bih. Kongl. Svenska Vetensk.-Akad. Handl.","21 Afd. 3(3): 64","64","1895",tro-35138778
tro-35102730,B,Amblystegiaceae,,Amblystegium,,"brevipes",,"","Cardot & Thér.",Accepted,,M,TRO,35102730,,"Minnesota Bot. Stud.","3: 124. 20 f. 2","124","1903",
tro-35102731,B,Amblystegiaceae,,Amblystegium,,"brunneo-fuscum",,"","(Müll. Hal.) Lindb. & Arnell",Synonym,,M,TRO,35102731,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 127","127","1890",tro-35153469
tro-35102732,B,Brachytheciaceae,,Amblystegium,,"burnatii",,"","J.J. Amann",Synonym,,M,TRO,35102732,,"Bull. Herb. Boissier","3: 442. 443","442","1895",tro-35135989
tro-35102733,B,Thuidiaceae,,Amblystegium,,"byssoides",,"","Besch.",Synonym,,M,TRO,35102733,,"Bull. Soc. Bot. France","45: 125","125","1895",tro-35207954
tro-35186303,B,Amblystegiaceae,,Amblystegium,,"calcareum",,"","(Kanda) Nog.",Accepted,,M,TRO,35186303,,"Ill. Moss Fl. Japan","4: 897","897","1991",
tro-35183612,B,Amblystegiaceae,,Amblystegium,,"camisassae",,"","Tosco & Piovano",Accepted,,M,TRO,35183612,,"Allionia","4: 145. f. 22","145","1956",
tro-35102734,B,Amblystegiaceae,,Amblystegium,,"campicola",,"","(Müll. Hal.) Paris",Synonym,,M,TRO,35102734,,"Index Bryol.","12","12","1894",tro-35138755
tro-35102735,B,Amblystegiaceae,,Amblystegium,,"campyliopsis",,"","Dixon",Accepted,,M,TRO,35102735,,"Hong Kong Naturalist, Suppl.","2: 24. 14","24","1933",
tro-35186351,B,Amblystegiaceae,,Amblystegium,,"capillaceum",,"","Mitt.",Synonym,,M,TRO,35186351,,"J. Linn. Soc., Bot.","12: 570","570","1869",tro-35126906
tro-35102737,B,Thuidiaceae,,Amblystegium,,"capillatum",,"","(Mitt.) Mitt.",Synonym,,M,TRO,35102737,,"Trans. Linn. Soc. London, Bot.","3: 186","186","1891",tro-35148140
tro-35102738,B,Amblystegiaceae,,Amblystegium,,"capillifolium",,"","(Warnst.) Arnold",Synonym,,M,TRO,35102738,,"Ark. Bot.","13(2): 72","72","1913",tro-35133083
tro-35102739,B,Amblystegiaceae,,Amblystegium,,"cashii",,"","Buyss.",Accepted,,M,TRO,35102739,,"Rev. Bot. Bull. Mens.","4: 197","197","1885",
tro-35160991,B,Amblystegiaceae,,Amblystegium,,"chalaropelma",,"","Müll. Hal. ex Renauld",Accepted,,M,TRO,35160991,,"Prodr. Fl. Bryol. Madagascar","103","103","1909",
tro-35102740,B,Amblystegiaceae,,Amblystegium,,"chilense",,"","Lorentz",Synonym,,M,TRO,35102740,,"Bot. Zeitung (Berlin)","24: 188","188","1866",tro-35204131
tro-35102742,B,Amblystegiaceae,,Amblystegium,,"chrysophyllum",,"","(Brid.) De Not.",Accepted,,M,TRO,35102742,,"Atti Reale Univ. Genova","1: 148","148","1869",
tro-35102745,B,Amblystegiaceae,,Amblystegium,,"chrysophyllum",var.,"zemliae","C.E.O. Jensen",Synonym,,L,TRO,35102745,,"Mosser Novaia-Zemlia","9","9","1885",tro-35154356
tro-35102747,B,Amblystegiaceae,,Amblystegium,,"closteri",,"","(Austin) Cardot",Accepted,,M,TRO,35102747,,"Index Bryol. (ed. 2)","1: 15","15","1903",
tro-35102748,B,Amblystegiaceae,,Amblystegium,,"cochlearifolium",,"","(Venturi) Lindb.",Synonym,,M,TRO,35102748,,"Herb. Mus. Fenn. (ed. 2), Musci","66","66","1894",tro-35215428
tro-35102750,B,Amblystegiaceae,,Amblystegium,,"commutatum",,"","(Hedw.) De Not.",Synonym,,M,TRO,35102750,,"Comment. Soc. Crittog. Ital.","2: 291 [Cronaca Briol. Ital. 2: 25]","25","1867",tro-35158213
tro-35102751,B,Amblystegiaceae,,Amblystegium,,"commutatum",var.,"elegantulum","De Not.",Synonym,,L,TRO,35102751,,"Atti Reale Univ. Genova","1: 150","150","1869",tro-35158222
tro-35102755,B,Amblystegiaceae,,Amblystegium,,"compactum",,"","(Müll. Hal.) Austin",Accepted,,M,TRO,35102755,,"Musci Appalach.","372","372","1870",
tro-35102757,B,Brachytheciaceae,,Amblystegium,,"compactum",var.,"salinum","(Bryhn) Mönk.",Synonym,,L,TRO,35102757,,"Magyar Bot. Lapok","10: 273","273","1911",tro-35141166
tro-35102759,B,Leskeaceae,,Amblystegium,,"compressum",,"","Mitt.",Synonym,,M,TRO,35102759,,"Trans. Linn. Soc. London, Bot.","3: 186","186","1891",tro-35168627
tro-35102760,B,Amblystegiaceae,,Amblystegium,,"confervoides",,"","(Brid.) Schimp.",Synonym,,M,TRO,35102760,,"Bryol. Eur.","6: 50 (fasc. 55–56. Monogr. 6)","50","1853",tro-35182606
tro-35102761,B,Hypnaceae,,Amblystegium,,"connexum",,"","Cardot",Synonym,,M,TRO,35102761,,"Beih. Bot. Centralbl.","17: 39. 25","39","1904",tro-35163263
tro-35102762,B,Brachytheciaceae,,Amblystegium,,"convolutifolium",,"","(Hampe) A. Jaeger",Synonym,,M,TRO,35102762,,"Ber. Thätigk. St. Gallischen Naturwiss. Ges.","1877–78; 285 (Gen. Sp. Musc. 2: 549)","549)","1880",tro-35141168
tro-35102763,B,Amblystegiaceae,,Amblystegium,,"cordifolium",,"","(Hedw.) De Not.",Synonym,,M,TRO,35102763,,"Comment. Soc. Crittog. Ital.","2: 289 [Cronaca Briol. Ital. 2: 23]","23","1867",tro-35153389
tro-35102764,B,Amblystegiaceae,,Amblystegium,,"cordifolium",var.,"coloratum","Arnold",Synonym,,L,TRO,35102764,,"Bot. Not.","1894: 62","62","1894",tro-35153393
tro-35102765,B,Amblystegiaceae,,Amblystegium,,"cordifolium",var.,"lanato-caule","(Bryhn) H. Möller",Synonym,,L,TRO,35102765,,"Bot. Not.","1907: 144","144","1907",tro-35153397
tro-35102767,B,Amblystegiaceae,,Amblystegium,,"curvicaule",,"","(Jur.) Lindb.",Synonym,,M,TRO,35102767,,"Musci Scand.","32","32","1879",tro-35184246
tro-35102768,B,Amblystegiaceae,,Amblystegium,,"curvicaule",var.,"patulum","(I. Hagen) H. Möller",Synonym,,L,TRO,35102768,,"Bot. Not.","1907: 143","143","1907",tro-35158276
tro-35102770,B,Amblystegiaceae,,Amblystegium,,"curvipes",,"","Schimp.",Synonym,,M,TRO,35102770,,"Bryol. Eur.","6: 58. 569 (fasc. 55–56 Mon. 14. 7)","58","1853",tro-35138762
tro-35102771,B,Amblystegiaceae,,Amblystegium,,"cuspidarioides",,"","(Müll. Hal.) Broth. ex Levier",Accepted,,M,TRO,35102771,,"Nuovo Giorn. Bot. Ital., n.s.,","13: 247","247","1906",
tro-35102772,B,Hypnaceae,,Amblystegium,,"cuspidatum",,"","(Hedw.) Mitt.",Synonym,,M,TRO,35102772,,"Nat. Hist. Azores","312","312","1870",tro-35153509
tro-35102774,B,Amblystegiaceae,,Amblystegium,,"decipiens",,"","(De Not.) Kindb.",Synonym,,M,TRO,35102774,,"Rev. Bryol.","12: 30","30","1885",tro-35184259
tro-35102776,B,Amblystegiaceae,,Amblystegium,,"decussatum",,"","(Hook. f. & Wilson) Mitt.",Synonym,,M,TRO,35102776,,"J. Linn. Soc., Bot.","15: 68","68","1876",tro-35158325
tro-35102777,B,Amblystegiaceae,,Amblystegium,,"densissimum",,"","Cardot",Synonym,,M,TRO,35102777,,"Rev. Bryol.","27: 46","46","1900",tro-35183055
tro-35102778,B,Brachytheciaceae,,Amblystegium,,"densum",,"","Milde",Synonym,,M,TRO,35102778,,"Bot. Zeitung (Berlin)","22(19) Beil.: 21","21","1864",tro-35131608
tro-35102779,B,Amblystegiaceae,,Amblystegium,,"dilatatum",,"","(Wilson) Lindb.",Synonym,,M,TRO,35102779,,"Musci Scand.","33","33","1879",tro-35167889
tro-35102780,B,Amblystegiaceae,,Amblystegium,,"dilatatum",var.,"alpinum","(Lindb.) Adlerz",Synonym,,L,TRO,35102780,,"Bot. Not.","1883: 7","7","1883",tro-35129937
tro-35102781,B,Brachytheciaceae,,Amblystegium,,"dissitifolium",,"","Kindb.",Synonym,,M,TRO,35102781,,"Cat. Canad. Pl., Musci","220","220","1892",tro-35131608
tro-35102782,B,Amblystegiaceae,,Amblystegium,,"distantifolium",,"","Kindb.",Accepted,,M,TRO,35102782,,"Cat. Canad. Pl., Musci","222","222","1892",
tro-35102784,B,Amblystegiaceae,,Amblystegium,,"ehlei",,"","Arnold",Synonym,,M,TRO,35102784,,"Ark. Bot.","13(2): 74. 3 f. 46–54","74","1913",tro-35164313
tro-35102785,B,Amblystegiaceae,,Amblystegium,,"elegantifolium",,"","(Müll. Hal.) Broth.",Accepted,,M,TRO,35102785,,"Nuovo Giorn. Bot. Ital., n.s.,","13: 247","247","1906",
tro-35102787,B,Amblystegiaceae,,Amblystegium,,"elodes",,"","Lindb.",Synonym,,M,TRO,35102787,,"Handb. Skand. Fl. (ed. 10)","2: 3","3","1871",tro-35154271
tro-35102788,B,Amblystegiaceae,,Amblystegium,,"enerve",,"","Schimp.",Accepted,,M,TRO,35102788,,"Bryol. Eur.","6: 52. 563 (fasc. 55–56 Mon. 8. 2,1)","52","1853",
tro-35102789,B,Amblystegiaceae,,Amblystegium,,"entodontoides",,"","Broth. & Paris",Synonym,,M,TRO,35102789,,"Bull. Herb. Boissier, sér. 2,","2: 989","989","1902",tro-35164294
tro-35102790,B,Amblystegiaceae,,Amblystegium,,"eugyrium",,"","(Schimp.) Lindb.",Synonym,,M,TRO,35102790,,"Musci Scand.","33","33","1879",tro-35164295
tro-35102795,B,Amblystegiaceae,,Amblystegium,,"eugyrium",var.,"orthophyllum","(Milde) C.E.O. Jensen",Synonym,,L,TRO,35102795,,"Meddel. Grønland","15: 432","432","1898",tro-35126913
tro-35102798,B,Amblystegiaceae,,Amblystegium,,"eugyrium",var.,"serratum","(Milde) Arnell & C.E.O. Jensen",Unresolved,,L,TRO,35102798,,"Svensk Bot. Tidskr.","12: 318","318","1918",
tro-35203655,B,Amblystegiaceae,,Amblystegium,,"exannulatum",,"","(Schimp.) De Not.",Synonym,,M,TRO,35203655,,"Atti Univ. Genova","1: 142","142","1869",tro-35216906
tro-35203660,B,Amblystegiaceae,,Amblystegium,,"exannulatum",var.,"orthophyllum","(Milde) C.E.O. Jensen",Synonym,,L,TRO,35203660,,"Meddel. Grønland","15: 432","432","1898",tro-35126913
tro-35203663,B,Amblystegiaceae,,Amblystegium,,"exannulatum",var.,"serratum","(Milde) Arnell & C.E.O. Jensen",Synonym,,L,TRO,35203663,,"Svensk Bot. Tidskr.","12: 318","318","",tro-35102798
tro-35102801,B,Amblystegiaceae,,Amblystegium,,"excurrens",,"","Cardot & Broth.",Synonym,,M,TRO,35102801,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","63(10): 63. 3 f. 14","63","1923",tro-35204131
tro-35102802,B,Amblystegiaceae,,Amblystegium,,"falcatum",,"","(Brid.) De Not.",Synonym,,M,TRO,35102802,,"Atti Reale Univ. Genova","1: 148","148","1869",tro-35186406
tro-35102803,B,Amblystegiaceae,,Amblystegium,,"falcatum",var.,"fluctuans","(Schimp.) Anzi",Synonym,,L,TRO,35102803,,"Mem. Reale Ist. Lombardo Sci., Ser. 3, Cl. Sci. Mat.","13: 345","345","1877",tro-35184251
tro-35102806,B,Amblystegiaceae,,Amblystegium,,"falcatum",var.,"subsulcatum","(Schimp.) Anzi",Synonym,,L,TRO,35102806,,"Mem. Reale Ist. Lombardo Sci., Ser. 3, Cl. Sci. Mat.","13: 345","345","1877",tro-35158318
tro-35102808,B,Amblystegiaceae,,Amblystegium,,"fallaciosum",,"","(Jur.) Lindb.",Synonym,,M,TRO,35102808,,"Musci Scand.","32","32","1879",tro-35154303
tro-35102809,B,Amblystegiaceae,,Amblystegium,,"fallax",,"","(Brid.) Milde",Synonym,,M,TRO,35102809,,"Bryol. Siles.","325","325","1869",tro-35158254
tro-35102811,B,Amblystegiaceae,,Amblystegium,,"fallax",var.,"nigricans","Saut.",Synonym,,L,TRO,35102811,,"Fl. Herzogth. Salzburg","3: 67","67","1870",tro-35158275
tro-35102813,B,Amblystegiaceae,,Amblystegium,,"fauriei",,"","Broth. & Paris",Synonym,,M,TRO,35102813,,"Rev. Bryol.","31: 93","93","1904",tro-35138760
tro-35102815,B,Amblystegiaceae,,Amblystegium,,"filicinum",,"","(Hedw.) De Not.",Accepted,,M,TRO,35102815,,"Comment. Soc. Crittog. Ital.","2: 291 [Cronaca Briol. Ital. 2: 25]","25","1867",
tro-35102821,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"curvicaule","(Jur.) Molendo",Synonym,,L,TRO,35102821,,"Jahres-Ber. Naturhist. Vereins Passau","10: 238","238","1875",tro-35184246
tro-35204042,B,Amblystegiaceae,,Amblystegium,,"filicinum",f.,"fallax","(Brid.) Baumgartner",Synonym,,L,TRO,35204042,,"Fl. Veleb.","3: 456","456","1938",tro-35158254
tro-35102818,B,Amblystegiaceae,,Amblystegium,,"filicinum",subsp.,"formianum","(Fior.-Mazz.) J.J. Amann",Accepted,,L,TRO,35102818,,"Fl. Mouss. Suisse","3: 148","148","1933",
tro-35102830,B,Hypnaceae,,Amblystegium,,"filicinum",var.,"gracillimum","Saelan",Synonym,,L,TRO,35102830,,"Acta Soc. Fauna Fl. Fenn.","6(4): 83","83","1890",tro-35112266
tro-35102831,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"lacustre","(Leiner) Paris",Unresolved,,L,TRO,35102831,,"Index Bryol. (ed. 2)","1: 18","18","1903",
tro-35102833,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"patulum","(Roll) Paris",Accepted,,L,TRO,35102833,,"Index Bryol. (ed. 2)","1: 18","18","1903",
tro-35204043,B,Amblystegiaceae,,Amblystegium,,"filicinum",f.,"strictum","(Roll) Matousch.",Accepted,,L,TRO,35204043,,"Sitzungsber. Deutsch. Naturwiss.-Med. Vereins Böhmen ""Lotos"" Prag","49:","","1901",
tro-35102837,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"submersum","(Pfeff.) Meyl.",Accepted,,L,TRO,35102837,,"Bull. Herb. Boissier, sér. 2,","8: 359","359","1908",
tro-35102842,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"trichodes","(Brid.) Molendo",Synonym,,L,TRO,35102842,,"Jahres-Ber. Naturhist. Vereins Passau","9: 237","237","1872",tro-35158285
tro-35160994,B,Amblystegiaceae,,Amblystegium,,"filicinum",subsp.,"vallis-clausae","(Brid.) Bouvet",Synonym,,L,TRO,35160994,,"Bull. Soc. Études Sci. Angers","26: 30","30","1896",tro-35161004
tro-35102844,B,Amblystegiaceae,,Amblystegium,,"filicinum",var.,"whiteheadii","Wheld.",Synonym,,L,TRO,35102844,,"J. Bot.","37: 15","15","1899",tro-35158288
tro-35102845,B,Leskeaceae,,Amblystegium,,"filiforme",,"","Wager & C.H. Wright",Synonym,,M,TRO,35102845,,"Trans. Roy. Soc. South Africa","4: 2. lb","2","1915",tro-35143135
tro-35102846,B,Amblystegiaceae,,Amblystegium,,"finmarchicum",,"","(Lorentz) Buyss.",Accepted,,M,TRO,35102846,,"Étude Gen. Amblystegium","2: 9","9","1889",
tro-35102847,B,Brachytheciaceae,,Amblystegium,,"flaccidum",,"","Broth. & Yasuda",Synonym,,M,TRO,35102847,,"Oefvers. Förh. Finska Vetensk.-Soc.","62A(9): 36","36","1921",tro-35115742
tro-35102848,B,Amblystegiaceae,,Amblystegium,,"floridanum",,"","(Renauld & Cardot) Renauld & Cardot",Synonym,,M,TRO,35102848,,"Rev. Bryol.","20: 24","24","1893",tro-35138778
tro-35102849,B,Amblystegiaceae,,Amblystegium,,"fluitans",,"","(Hedw.) De Not.",Synonym,,M,TRO,35102849,,"Comment. Soc. Crittog. Ital.","2: 290 [Cronaca Briol. Ital. 2: 24]","24","1867",tro-35133215
tro-35102852,B,Hypnaceae,,Amblystegium,,"fluitans",var.,"alpicola","De Not.",Synonym,,L,TRO,35102852,,"Atti Reale Univ. Genova","1: 143","143","1869",tro-35112362
tro-35102857,B,Amblystegiaceae,,Amblystegium,,"fluitans",var.,"brachydictyon","(Renauld) Arnell & C.E.O. Jensen",Unresolved,,L,TRO,35102857,,"Naturwiss. Untersuch. Sarekgebirges Schwed.-Lappl., Bot.","3: 198, 200","198, 200","1910",
tro-35204053,B,Amblystegiaceae,,Amblystegium,,"fluitans",f.,"paludosum","(Sanio) Arnell",Unresolved,,L,TRO,35204053,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 117","117","1890",
tro-35161000,B,Amblystegiaceae,,Amblystegium,,"fluitans",var.,"pseudostramineum","(Müll. Hal.) C.E.O. Jensen",Synonym,,L,TRO,35161000,,"Bot. Faeröes","1: 171","171","1901",tro-35100290
tro-35102873,B,Amblystegiaceae,,Amblystegium,,"fluitans x aduncum",,"","Lindb. & Arnell",Accepted,,M,TRO,35102873,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 122","122","1890",
tro-35102875,B,Amblystegiaceae,,Amblystegium,,"fluviatile",,"","(Hedw.) Schimp.",Accepted,,M,TRO,35102875,,"Bryol. Eur.","6: 55 (fasc. 55–56. Monogr. 11)","55","1853",
tro-35161005,B,Amblystegiaceae,,Amblystegium,,"fluviatile",var.,"atrovirens","(Brid.) Hérib.",Synonym,,L,TRO,35161005,,"Mém. Acad. Sci. Clermont-Ferrand","14: 220","220","1899",tro-35184245
tro-35186655,B,Amblystegiaceae,,Amblystegium,,"fluviatile",f.,"brevifolium","(Boulay) Thér.",Accepted,,L,TRO,35186655,,"Rev. Bot. Bull. Mens.","9: 495","495","1892",
tro-35102877,B,Amblystegiaceae,,Amblystegium,,"fluviatile",var.,"denticulatum","Douin",Synonym,,L,TRO,35102877,,"Bull. Soc. Bot. France","72: 455. 1, 3, 4, 6","455","1925",tro-35164215
tro-35183469,B,Amblystegiaceae,,Amblystegium,,"fluviatile",var.,"fluviatile","",Synonym,,L,TRO,35183469,,"","","","",tro-35102875
tro-35186651,B,Amblystegiaceae,,Amblystegium,,"fluviatile",f.,"fluviatile","",Synonym,,L,TRO,35186651,,"","","","",tro-35102875
tro-35161006,B,Amblystegiaceae,,Amblystegium,,"fluviatile",var.,"spinifolium","(Schimp.) Hérib.",Synonym,,L,TRO,35161006,,"Mém. Acad. Sci. Clermont-Ferrand","14: 220","220","1899",tro-35164260
tro-35161004,B,Amblystegiaceae,,Amblystegium,,"fluviatile",subsp.,"vallis-clausae","(Brid.) Hérib.",Accepted,,L,TRO,35161004,,"Mém. Acad. Sci. Clermont-Ferrand","14: 220","220","1899",
tro-35102883,B,Amblystegiaceae,,Amblystegium,,"fontinaloides",,"","(Hampe) Mitt.",Synonym,,M,TRO,35102883,,"Trans. & Proc. Roy. Soc. Victoria","19: 87","87","1882",tro-35133277
tro-35102884,B,Amblystegiaceae,,Amblystegium,,"formianum",,"","Fior.-Mazz.",Synonym,,M,TRO,35102884,,"Atti Accad. Pontif. Sci. Nuovi Lincei","27: 101. 3 f. 1–4","101","1874",tro-35184245
tro-35102885,B,Amblystegiaceae,,Amblystegium,,"fuegianum",,"","Mitt.",Synonym,,M,TRO,35102885,,"J. Linn. Soc., Bot.","12: 570","570","1869",tro-35126911
tro-35102886,B,Amblystegiaceae,,Amblystegium,,"gallicum",,"","Bryhn",Synonym,,M,TRO,35102886,,"Nyt Mag. Naturvidensk.","41: 48","48","1903",tro-35138785
tro-35102887,B,Amblystegiaceae,,Amblystegium,,"geophilum",,"","Stirt.",Synonym,,M,TRO,35102887,,"Ann. Scott. Nat. Hist.","17(67): 175","175","1908",tro-35154253
tro-35102888,B,Amblystegiaceae,,Amblystegium,,"giganteum",,"","(Schimp.) De Not.",Unresolved,,L,TRO,35102888,,"Comment. Soc. Crittog. Ital.","2: 289 [Cronaca Briol. Ital. 2: 23]","23","1867",
tro-35102896,B,Amblystegiaceae,,Amblystegium,,"glaucum x falcatum",,"","Lindb.",Accepted,,M,TRO,35102896,,"Musci Scand.","33","33","1879",
tro-35102897,B,Amblystegiaceae,,Amblystegium,,"glaziovii",,"","Broth.",Accepted,,M,TRO,35102897,,"Ergebn. Bot. Exped. Südbras., Musci","333","333","1924",
tro-35102898,B,Amblystegiaceae,,Amblystegium,,"goulardii",,"","(Schimp.) C.E.O. Jensen",Synonym,,M,TRO,35102898,,"Meddel. Grønland","15: 433","433","1898",tro-35164281
tro-35102899,B,Thuidiaceae,,Amblystegium,,"gracile",,"","Jur.",Synonym,,M,TRO,35102899,,"Verh. Zool.-Bot. Ges. Wien","14: 104","104","1864",tro-35148098
tro-35102900,B,Amblystegiaceae,,Amblystegium,,"halleri",,"","(Sw. ex Hedw.) C.E.O. Jensen",Accepted,,M,TRO,35102900,,"Danmarks Mosser","2: 73","73","1923",
tro-35102901,B,Amblystegiaceae,,Amblystegium,,"haplocladium",,"","Müll. Hal.",Accepted,,M,TRO,35102901,,"Hedwigia","36: 130","130","1897",
tro-35102902,B,Amblystegiaceae,,Amblystegium,,"hausmannii",,"","Schimp.",Accepted,,M,TRO,35102902,,"Syn. Musc. Eur. (ed. 2)","720","720","1876",
tro-35102904,B,Amblystegiaceae,,Amblystegium,,"hispidulum",,"","(Brid.) Kindb.",Accepted,,M,TRO,35102904,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","7(9): 48","48","1883",
tro-35102905,B,Amblystegiaceae,,Amblystegium,,"holzingeri",,"","Renauld & Cardot",Synonym,,M,TRO,35102905,,"Bot. Gaz.","19: 240. 21c","240","1894",tro-35164280
tro-35102907,B,Amblystegiaceae,,Amblystegium,,"homalostegium",,"","(Müll. Hal.) A. Jaeger",Accepted,,M,TRO,35102907,,"Ber. Thätigk. St. Gallischen Naturwiss. Ges.","1877–78: 283 (Gen. Sp. Musc. 2: 547)","283 ","1880",
tro-35100007,B,Amblystegiaceae,,Amblystegium,,"humile",,"","(P. Beauv.) Crundw.",Accepted,,M,TRO,35100007,,"J. Bryol.","11: 603","603","1981",
tro-35102914,B,Leskeaceae,,Amblystegium,,"incurvatum",,"","(Hedw.) Kindb.",Synonym,,M,TRO,35102914,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","7(9): 49","49","1883",tro-35139429
tro-35102915,B,Hypnaceae,,Amblystegium,,"incurvatum",var.,"blyttii","(Schimp.) Kindb.",Synonym,,L,TRO,35102915,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","7(9): 50","50","1883",tro-35163270
tro-35102916,B,Amblystegiaceae,,Amblystegium,,"inflatum",,"","Lindb. & Arnell",Synonym,,M,TRO,35102916,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 127","127","1890",tro-35153469
tro-35102917,B,Amblystegiaceae,,Amblystegium,,"intermedium",,"","Lindb.",Unresolved,,L,TRO,35102917,,"Musci Scand.","33","33","1879",
tro-35102918,B,Amblystegiaceae,,Amblystegium,,"intermedium",var.,"cossonii","(Schimp.) C.E.O. Jensen",Synonym,,L,TRO,35102918,,"Meddel. Grønland","15: 430","430","1898",tro-35186469
tro-35102920,B,Amblystegiaceae,,Amblystegium,,"intermedium",var.,"sendtneri","(Schimp.) Venturi & Bott.",Synonym,,L,TRO,35102920,,"Atti Soc. Crittog. Ital.","3: 164","164","1884",tro-35162246
tro-35102922,B,Amblystegiaceae,,Amblystegium,,"intermedium x vernicosum",,"","Lindb. & Arnell",Accepted,,M,TRO,35102922,,"Kongl. Svenska Vetensk. Acad. Handl., n.s.","23(10): 122","122","1890",
tro-35102923,B,Amblystegiaceae,,Amblystegium,,"irrigatum",,"","(J.E. Zetterst.) Venturi & Bott.",Synonym,,M,TRO,35102923,,"Atti Soc. Crittog. Ital.","3: 165","165","1884",tro-35158227
