ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2519069,A,Elaeocarpaceae,,Tetratheca,,"nesogena",,"","F.Muell.",Unresolved,,L,WCSP (in review),,,"Fragm.","5: 169","","1865",
kew-2519079,A,Elaeocarpaceae,,Tetratheca,,"nuda",,"","Lindl.",Unresolved,,L,WCSP (in review),,836185-1,"Sketch Veg. Swan R.","38","","1839",
kew-2514127,A,Elaeocarpaceae,,Tetratheca,,"nuda",var.,"spartea","Benth.",Unresolved,,L,WCSP (in review),,,"Fl. Austral.","1: 133","","1863",kew-2609005
kew-2519067,A,Rutaceae,,Tetratheca,,"oppositifolia",,"","Pers.",Unresolved,,L,WCSP (in review),,836186-1,"Syn. Pl.","1: 419","","1805",kew-2680055
kew-2519066,A,Elaeocarpaceae,,Tetratheca,,"parvifolia",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836187-1,"Telopea","1: 176","","1976",
kew-2519065,A,Elaeocarpaceae,,Tetratheca,,"paucifolia",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836188-1,"Telopea","1: 161","","1976",
kew-2519064,A,Elaeocarpaceae,,Tetratheca,,"paynterae",,"","Alford",Unresolved,,L,WCSP (in review),,991274-1,"Nuytsia","10: 146","","1995",
kew-2609003,A,Elaeocarpaceae,,Tetratheca,,"phoenix",,"","R.Butcher",Unresolved,,L,WCSP (in review),,77090611-1,"Nuytsia","17: 123","","2007",
kew-2609004,A,Elaeocarpaceae,,Tetratheca,,"pilata",,"","R.Butcher",Unresolved,,L,WCSP (in review),,77090612-1,"Nuytsia","17: 128","","2007",
kew-2519063,A,Elaeocarpaceae,,Tetratheca,,"pilifera",,"","Lindl.",Unresolved,,L,WCSP (in review),,836189-1,"Sketch Veg. Swan R.","38","","1839",
kew-2519062,A,Elaeocarpaceae,,Tetratheca,,"pilosa",,"","Labill.",Unresolved,,L,WCSP (in review),,836190-1,"Nov. Holl. Pl.","1: 95","","1805",
kew-2514126,A,Elaeocarpaceae,,Tetratheca,,"pilosa",var.,"calva","Rodway",Synonym,,L,WCSP (in review),,86161-3,"Tasman. Fl.","10","","1903",kew-2519120
kew-2519060,A,Elaeocarpaceae,,Tetratheca,,"platycaula",,"","Ostenf.",Unresolved,,L,WCSP (in review),,836191-1,"Biol. Meddel. Kongel. Danske Vidensk. Selsk.","3(2): 82","","1921",
kew-2897634,A,Elaeocarpaceae,,Tetratheca,,"plumosa",,"","R.Butcher",Unresolved,,L,WCSP (in review),,,"Nuytsia","19: 10","","2009",
kew-2519114,A,Elaeocarpaceae,,Tetratheca,,"preissiana",,"","Steetz",Unresolved,,L,WCSP (in review),,836192-1,"Pl. Preiss.","1: 219","","1845",
kew-2519176,A,Elaeocarpaceae,,Tetratheca,,"procumbens",,"","Gunn ex Hook.f.",Unresolved,,L,WCSP (in review),,836193-1,"Fl. Tasman.","1: 35","","1855",
kew-2519103,A,Elaeocarpaceae,,Tetratheca,,"pubescens",,"","Turcz.",Unresolved,,L,WCSP (in review),,836194-1,"Bull. Soc. Imp. Naturalistes Moscou","25(2): 141","","1852",
kew-2519173,A,Elaeocarpaceae,,Tetratheca,,"remota",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836195-1,"Telopea","1: 174","","1976",
kew-2519172,A,Elaeocarpaceae,,Tetratheca,,"retrorsa",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836196-1,"Telopea","1: 157","","1976",
kew-2519171,A,Elaeocarpaceae,,Tetratheca,,"richardsiana",,"","Blakely",Unresolved,,L,WCSP (in review),,836197-1,"Austral. Naturalist","10: 247","","1940",
kew-2519170,A,Elaeocarpaceae,,Tetratheca,,"rubiaeoides",,"","A.Cunn.",Unresolved,,L,WCSP (in review),,836198-1,"Geogr. Mem. N. S. Wales","335","","1825",
kew-2522443,A,Elaeocarpaceae,,Tetratheca,,"rubioides",,"","A.Cunn.",Unresolved,,L,WCSP (in review),,86600-3,"Geogr. Mem. New South Wales","336","","1825",
kew-2519169,A,Elaeocarpaceae,,Tetratheca,,"rubriseta",,"","Lindl.",Unresolved,,L,WCSP (in review),,836199-1,"Sketch Veg. Swan R.","38","","1839",
kew-2519168,A,Elaeocarpaceae,,Tetratheca,,"rupicola",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836200-1,"Telopea","1: 198","","1976",
kew-2519167,A,Elaeocarpaceae,,Tetratheca,,"setigera",,"","Endl.",Accepted,,M,WCSP (in review),,836201-1,"Enum. Pl. Hügel","8","","1837",
kew-2514136,A,Elaeocarpaceae,,Tetratheca,,"setigera",var.,"elongata","Steetz",Synonym,,L,WCSP (in review),,,"Pl. Preiss.","1: 215","","1845",kew-2519167
kew-2521039,A,Elaeocarpaceae,,Tetratheca,,"shiressii",,"","Blakely",Unresolved,,L,WCSP (in review),,836202-1,"Proc. Linn. Soc. New South Wales","50: 384","","1925",
kew-2521038,A,Elaeocarpaceae,,Tetratheca,,"similis",,"","Joy Thomps.",Unresolved,,L,WCSP (in review),,836203-1,"Telopea","1: 171","","1976",
kew-2609005,A,Elaeocarpaceae,,Tetratheca,,"spartea",,"","(Benth.) R.Butcher",Unresolved,,L,WCSP (in review),,77092614-1,"Nuytsia","18: 42","","2008",
kew-2521037,A,Elaeocarpaceae,,Tetratheca,,"speciosa",,"","Walp.",Unresolved,,L,WCSP (in review),,836204-1,"Ann. Bot. Syst.","2: 87","","1851",kew-2551582
kew-2521036,A,Elaeocarpaceae,,Tetratheca,,"stenocarpa",,"","J.H.Willis",Unresolved,,L,WCSP (in review),,836205-1,"Victoria Naturalist","73: 197","","1957",
kew-2521035,A,Elaeocarpaceae,,Tetratheca,,"subaphylla",,"","Benth.",Unresolved,,L,WCSP (in review),,836206-1,"Fl. Austral.","1: 132","","1863",
kew-2521337,A,Elaeocarpaceae,,Tetratheca,,"tenuiramea",,"","Turcz.",Unresolved,,L,WCSP (in review),,836207-1,"Bull. Soc. Imp. Naturalistes Moscou","25(2): 142","","1852",
kew-2521336,A,Elaeocarpaceae,,Tetratheca,,"thymifolia",,"","Sm.",Unresolved,,L,WCSP (in review),,836208-1,"Exot. Bot.","1: 41","","1805",
kew-2521331,A,Elaeocarpaceae,,Tetratheca,,"verticillata",,"","Paxton",Unresolved,,L,WCSP (in review),,836209-1,"Paxton's Mag. Bot.","13: 171","","1847",kew-2551582
kew-2521334,A,Elaeocarpaceae,,Tetratheca,,"viminea",,"","Lindl.",Unresolved,,L,WCSP (in review),,836210-1,"Sketch Veg. Swan R.","38","","1839",
kew-2521344,A,Elaeocarpaceae,,Tetratheca,,"virgata",,"","Steetz",Unresolved,,L,WCSP (in review),,836211-1,"Pl. Preiss.","1: 212","","1845",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2516518,A,Lythraceae,,Trapella,,"antennifera",,"","(H.Lév.) Glück",Unresolved,,L,WCSP (in review),,676010-1,"Bot. Jahrb. Syst.","70: 149","","1939",kew-2519304
kew-2516517,A,Pedaliaceae,,Trapella,,"sinensis",,"","Oliv.",Accepted,,M,WCSP (in review),,,"Hooker's Icon. Pl.","16: t. 1595","","1887",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2519165,A,Elaeocarpaceae,,Tremandra,,"diffusa",,"","R.Br. ex DC.",Unresolved,,L,WCSP (in review),,836212-1,"Prodr.","1: 344","","1824",
kew-2522444,A,Elaeocarpaceae,,Tremandra,,"hugelii",,"","W.H.Baxter",Unresolved,,L,WCSP (in review),,,"Suppl. Hort. Brit.","647","","1850",kew-2519076
kew-2519117,A,Elaeocarpaceae,,Tremandra,,"oppositifolia",,"","Steetz",Unresolved,,L,WCSP (in review),,836214-1,"Pl. Preiss.","1: 222","","1845",
kew-2519116,A,Elaeocarpaceae,,Tremandra,,"stelligera",,"","R.Br. ex DC.",Unresolved,,L,WCSP (in review),,836215-1,"Prodr.","1: 344","","1824",
kew-2519115,A,Elaeocarpaceae,,Tremandra,,"verticillata",,"","Hügel ex Walp.",Unresolved,,L,WCSP (in review),,836216-1,"Ann. Bot. Syst.","1: 76","","1848",kew-2551582
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-270748,A,Dioscoreaceae,,Trichopus,,"malayanus",,"","Ridl.",Unresolved,,L,WCSP (in review),,318954-1,"Fl. Malay Penins.","4: 312","","1924",
kew-270749,A,Dioscoreaceae,,Trichopus,,"piperifolius",,"","Wall. ex Griff.",Unresolved,,L,WCSP,270749,,"Trans. Linn. Soc. London","19: 836","","1845",
kew-270750,A,Dioscoreaceae,,Trichopus,,"sempervirens",,"","(H.Perrier) Caddick & Wilkin",Accepted,,H,WCSP,270750,20005759-1,"Taxon","51: 113","","2002",
tro-50232723,A,Leguminosae,,Trichopus,,"zeylanicus",,"","Gaertn.",Synonym,,M,TRO,50232723,318956-1,"Fruct. Sem. Pl.","1: 44, t. 14","44","1788",tro-50282975
tro-50282985,A,Dioscoreaceae,,Trichopus,,"zeylanicus",var.,"angustifolius","(Lindl.) Knuth",Synonym,,L,TRO,50282985,,"Pflanzenr.","IV. 43(Heft 87): 348","348","1924",tro-50282989
tro-50282989,A,Dioscoreaceae,,Trichopus,,"zeylanicus",subsp.,"angustifolius","(Lindl.) Sivar., Pushpangadan & P.K.R. Kumar",Unresolved,,L,TRO,50282989,956323-1,"Kew Bull.","45: 357","357","1990",
tro-50282984,A,Dioscoreaceae,,Trichopus,,"zeylanicus",var.,"cordatus","(Lindl.) Knuth",Unresolved,,L,TRO,50282984,,"Pflanzenr.","IV. 43(Heft 87): 348","348","1924",
tro-100000580,A,Dioscoreaceae,,Trichopus,,"zeylanicus",var.,"intermedius","(Lindl.) R. Knuth",Unresolved,,L,TRO,100000580,,"Pflanzenr.","IV. 43(Heft 87): 348","348","1924",
tro-50282988,A,Dioscoreaceae,,Trichopus,,"zeylanicus",subsp.,"travancoricus","(Bedd.) Burkill",Unresolved,,L,TRO,50282988,,"Fl. Malesiana, Ser. 1, Spermatoph.","4: 299","299","1951",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-11700089,A,Elaeocarpaceae,,Tricuspidaria,,"dependens",,"","Ruiz & Pav.",Synonym,,M,TRO,11700089,835703-1,"Fl. Peruv.","4: , t. 403","","1830",kew-2742769
kew-2517999,A,Elaeocarpaceae,,Tricuspidaria,,"hexapetala",,"","Turcz.",Unresolved,,L,WCSP (in review),,835704-1,"Bull. Soc. Imp. Naturalistes Moscou","36(1): 576","","1863",
kew-2518050,A,Elaeocarpaceae,,Tricuspidaria,,"hookeriana",,"","R.O.Cunn.",Unresolved,,L,WCSP (in review),,835705-1,"Notes Str. Magellan","342","","1871",
kew-2518018,A,Elaeocarpaceae,,Tricuspidaria,,"lanceolata",,"","Miq.",Unresolved,,L,WCSP (in review),,835706-1,"Linnaea","25: 650","","1853",
kew-2517986,A,Elaeocarpaceae,,Tricuspidaria,,"patagua",,"","Miers",Unresolved,,L,WCSP (in review),,,"Ann. Mag. Nat. Hist.","IV, 2: 51","","1868",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-35213897,B,Jungermanniaceae,,Tritomaria,,"camerunensis",,"","S.W. Arnell",Unresolved,,L,TRO,35213897,,"Svensk Bot. Tidskr.","52: 64","64","1958",
tro-35185661,B,Jungermanniaceae,,Tritomaria,,"exsecta",,"","(Schmidel ex Schrad.) Schiffner ex Loeske",Accepted,,M,TRO,35185661,,"Hedwigia","49: 13","13","1909",
tro-35185787,B,Jungermanniaceae,,Tritomaria,,"exsectiformis",,"","(Breidl.) Schiffner ex Loeske",Accepted,,M,TRO,35185787,,"Hedwigia","49: 13","13","1909",
tro-35185788,B,Jungermanniaceae,,Tritomaria,,"exsectiformis",subsp.,"exsectiformis","",Synonym,,L,TRO,35185788,,"","","","",tro-35185787
tro-35185996,B,Jungermanniaceae,,Tritomaria,,"heterophylla",,"","R.M. Schust.",Accepted,,M,TRO,35185996,,"Canad. J. Bot.","36: 272","272","1958",
tro-100355688,B,Jungermanniaceae,,Tritomaria,,"koreana",,"","Bakalin, S.-S. Choi & B.Y. Sun",Accepted,,M,TRO,100355688,,"Arctoa","18: 163","163","2009",
tro-35218087,B,Jungermanniaceae,,Tritomaria,,"mexicana",,"","Bakalin",Accepted,,M,TRO,35218087,,"Arctoa","17: 162","162","2008",
tro-35185997,B,Jungermanniaceae,,Tritomaria,,"polita",,"","(Nees) Jörg.",Accepted,,M,TRO,35185997,,"Bergens Mus. Årbok","7: 4","4","1921",
tro-35185998,B,Jungermanniaceae,,Tritomaria,,"polita",subsp.,"polita","",Synonym,,L,TRO,35185998,,"","","","",tro-35185997
tro-35202351,B,Jungermanniaceae,,Tritomaria,,"polymorpha",,"","(R.M. Schust.) Grolle",Accepted,,M,TRO,35202351,,"J. Bryol.","12: 430","430","1983",
tro-35186000,B,Jungermanniaceae,,Tritomaria,,"quinquedentata",,"","(Huds.) H. Buch",Accepted,,M,TRO,35186000,,"Memoranda Soc. Fauna Fl. Fenn.","8: 290","290","1932",
tro-35186002,B,Jungermanniaceae,,Tritomaria,,"quinquedentata",var.,"quinquedentata","",Synonym,,L,TRO,35186002,,"","","","",tro-35186000
tro-35203256,B,Jungermanniaceae,,Tritomaria,,"quinquedentata",subsp.,"turgida","(Lindb.) Perss.",Accepted,,L,TRO,35203256,,"Lindbergia","9: 9","9","1983",
tro-35186004,B,Jungermanniaceae,,Tritomaria,,"scitula",,"","(Taylor) Jörg.",Accepted,,M,TRO,35186004,,"Bergens Mus. Årbok","7: 9","9","1921",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-209737,A,Rubiaceae,,Uncaria,,"acida",,"","(Hunter) Roxb.",Accepted,,H,WCSP,209737,,"Hort. Bengal.","86","","1814",
kew-209738,A,Rubiaceae,,Uncaria,,"acida",var.,"acida","",Synonym,,L,WCSP,209738,,"Unknown","","","",kew-209737
kew-209739,A,Rubiaceae,,Uncaria,,"acida",var.,"papuana","Valeton",Accepted,,L,WCSP,209739,,"Bot. Jahrb. Syst.","60: 58","","1926",
kew-209740,A,Rubiaceae,,Uncaria,,"aculeata",,"","Willd.",Synonym,,H,WCSP,209740,768206-1,"Delect. Opusc. Bot.","2: 200","","1793",kew-209803
kew-209741,A,Rubiaceae,,Uncaria,,"africana",,"","G.Don",Accepted,,H,WCSP,209741,768207-1,"Gen. Hist.","3: 471","","1834",
kew-209742,A,Rubiaceae,,Uncaria,,"africana",subsp.,"africana","",Synonym,,L,WCSP,209742,,"Unknown","","","",kew-209741
tro-50113937,A,Rubiaceae,,Uncaria,,"africana",var.,"africana","",Synonym,,L,TRO,50113937,,"","","","",kew-209741
kew-209743,A,Rubiaceae,,Uncaria,,"africana",subsp.,"angolensis","(Havil.) Ridsdale",Accepted,,L,WCSP,209743,890701-1,"Blumea","24: 96","","1978",
kew-209744,A,Rubiaceae,,Uncaria,,"africana",var.,"angolensis","Havil.",Synonym,,L,WCSP,209744,,"J. Linn. Soc., Bot.","33: 76","","1897",kew-209743
kew-209745,A,Rubiaceae,,Uncaria,,"africana",var.,"bequaertii","De Wild.",Synonym,,L,WCSP,209745,,"Pl. Bequaert.","2: 216","","1923",kew-209743
kew-209746,A,Rubiaceae,,Uncaria,,"africana",var.,"domatifera","E.M.A.Petit",Synonym,,L,WCSP,209746,,"Bull. Jard. Bot. État","27: 446","","1957",kew-209741
kew-209747,A,Rubiaceae,,Uncaria,,"africana",var.,"hydrophila","E.M.A.Petit",Synonym,,L,WCSP,209747,,"Bull. Jard. Bot. État","27: 445","","1957",kew-209741
kew-209749,A,Rubiaceae,,Uncaria,,"africana",var.,"madagascariensis","(Baill.) Havil.",Synonym,,L,WCSP,209749,,"J. Linn. Soc., Bot.","33: 76","","1879",kew-209741
kew-209750,A,Rubiaceae,,Uncaria,,"africana",var.,"myrmecophyta","De Wild.",Synonym,,L,WCSP,209750,,"Compt.-Rend. Séances Mém. Soc. Biol.","82: 1076","","1919",kew-209741
kew-209751,A,Rubiaceae,,Uncaria,,"africana",var.,"xerophila","E.M.A.Petit",Synonym,,L,WCSP,209751,,"Bull. Jard. Bot. État","27: 445","","1957",kew-209741
kew-209752,A,Rubiaceae,,Uncaria,,"angolensis",,"","(Havil.) Welw. ex Hutch. & Dalziel",Synonym,,H,WCSP,209752,768208-1,"Fl. W. Trop. Afr.","2: 99","","1931",kew-209743
kew-209753,A,Rubiaceae,,Uncaria,,"appendiculata",,"","Benth.",Synonym,,H,WCSP,209753,768209-1,"Hooker's J. Bot. Kew Gard. Misc.","2: 222","","1843",kew-209823
kew-339658,A,Rubiaceae,,Uncaria,,"athemiata",,"","Treub",Synonym,,H,WCSP,339658,768210-1,"Ann. Jard. Bot. Buitenzorg","3: 52","","1883",kew-209754
kew-209754,A,Rubiaceae,,Uncaria,,"attenuata",,"","Korth.",Accepted,,H,WCSP,209754,768211-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","170","","1842",
kew-209755,A,Rubiaceae,,Uncaria,,"attenuata",var.,"papuana","Valeton",Synonym,,L,WCSP,209755,,"Nova Guinea","8: 453","","1911",kew-209845
kew-209756,A,Rubiaceae,,Uncaria,,"avenia",,"","Valeton",Synonym,,H,WCSP,209756,768212-1,"Bot. Jahrb. Syst.","60: 59","","1925",kew-209764
kew-209757,A,Rubiaceae,,Uncaria,,"barbata",,"","Merr.",Accepted,,H,WCSP,209757,768213-1,"Univ. Calif. Publ. Bot.","15: 278","","1929",
kew-209758,A,Rubiaceae,,Uncaria,,"bernaysii",,"","F.Muell.",Accepted,,H,WCSP,209758,768214-1,"Bot. Centralbl.","26: 114","","1886",
kew-209759,A,Rubiaceae,,Uncaria,,"bernaysioides",,"","Merr. & L.M.Perry",Synonym,,H,WCSP,209759,768215-1,"J. Arnold Arbor.","25: 189","","1944",kew-209758
kew-209760,A,Rubiaceae,,Uncaria,,"borneensis",,"","Havil.",Accepted,,H,WCSP,209760,768216-1,"J. Linn. Soc., Bot.","33: 84","","1897",
kew-209761,A,Rubiaceae,,Uncaria,,"brevicarpa",,"","Elmer",Synonym,,H,WCSP,209761,768217-1,"Leafl. Philipp. Bot.","9: 3270","","1934",kew-209861
kew-209762,A,Rubiaceae,,Uncaria,,"brevispina",,"","Maingay ex Hook.f.",Synonym,,H,WCSP,209762,768218-1,"Fl. Brit. India","3: 31","","1880",kew-209780
kew-209763,A,Rubiaceae,,Uncaria,,"bulusanensis",,"","Elmer",Synonym,,H,WCSP,209763,768219-1,"Leafl. Philipp. Bot.","9: 3271","","1934",kew-209754
kew-2450289,A,Pedaliaceae,,Uncaria,,"burchellii",,"","Kuntze",Unresolved,,L,WCSP (in review),,676012-1,"Revis. Gen. Pl.","2: 481","","1891",
kew-209764,A,Rubiaceae,,Uncaria,,"callophylla",,"","Blume ex Korth.",Accepted,,H,WCSP,209764,768220-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","170","","1842",
kew-209765,A,Rubiaceae,,Uncaria,,"callophylla",var.,"oligoneura","Korth. ex Miq.",Synonym,,L,WCSP,209765,,"Fl. Ned. Ind.","2: 143","","1856",kew-209836
kew-209766,A,Rubiaceae,,Uncaria,,"canescens",,"","Korth.",Accepted,,H,WCSP,209766,768221-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","172","","1842",
kew-209767,A,Rubiaceae,,Uncaria,,"cirrhiflora",,"","Roxb.",Synonym,,H,WCSP,209767,,"Fl. Ind.","2: 129","","1824",kew-209769
kew-209768,A,Rubiaceae,,Uncaria,,"clavisepala",,"","Elmer",Synonym,,H,WCSP,209768,768225-1,"Leafl. Philipp. Bot.","1: 350","","1908",kew-209886
kew-209769,A,Rubiaceae,,Uncaria,,"cordata",,"","(Lour.) Merr.",Accepted,,H,WCSP,209769,768226-1,"Interpr. Herb. Amboin.","479","","1917",
kew-209770,A,Rubiaceae,,Uncaria,,"cordata",var.,"cordata","",Synonym,,L,WCSP,209770,,"Unknown","","","",kew-209769
kew-209771,A,Rubiaceae,,Uncaria,,"cordata",var.,"ferruginea","(Blume) Ridsdale",Accepted,,L,WCSP,209771,890703-1,"Blumea","24: 76","","1978",
kew-209772,A,Rubiaceae,,Uncaria,,"cordata",f.,"insignis","(Bartl. ex DC.) Ridsdale",Accepted,,L,WCSP,209772,890704-1,"Blumea","24: 77","","1978",
kew-209775,A,Rubiaceae,,Uncaria,,"dasycarpa",,"","Pierre ex Pit.",Synonym,Invalid,H,WCSP,209775,768227-1,"Fl. Indo-Chine","3: 49","","1922",kew-209820
kew-209776,A,Rubiaceae,,Uncaria,,"dasyoneura",,"","Korth.",Synonym,,H,WCSP,209776,768228-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","169","","1842",kew-209780
kew-209777,A,Rubiaceae,,Uncaria,,"dasyoneura",var.,"thwaitesii","Hook.f.",Synonym,,L,WCSP,209777,,"Fl. Brit. India","3: 31","","1880",kew-209780
kew-209778,A,Rubiaceae,,Uncaria,,"donisii",,"","E.M.A.Petit",Accepted,,H,WCSP,209778,768229-1,"Bull. Jard. Bot. État","27: 444","","1957",
kew-209779,A,Rubiaceae,,Uncaria,,"dosedlae",,"","Gilli",Accepted,,H,WCSP,209779,896798-1,"Ann. Naturhist. Mus. Wien","83: 462","","1979 publ. 1980",
kew-209780,A,Rubiaceae,,Uncaria,,"elliptica",,"","R.Br. ex G.Don",Accepted,,H,WCSP,209780,768231-1,"Gen. Hist.","3: 471","","1834",
kew-209781,A,Rubiaceae,,Uncaria,,"eumececarpa",,"","Korth. ex Miq.",Synonym,,H,WCSP,209781,768232-1,"Fl. Ned. Ind.","2: 143","","1856",kew-209769
kew-209782,A,Rubiaceae,,Uncaria,,"eurhyncha",,"","Miq.",Synonym,,H,WCSP,209782,768233-1,"Fl. Ned. Ind., Eerste Bijv.","539","","1861",kew-150594
kew-209783,A,Rubiaceae,,Uncaria,,"ferrea",,"","Fern.-Vill.",Synonym,Illegitimate,H,WCSP,209783,768234-1,"Fl. Filip., ed. 3","4(13A): 105","","1880",kew-209852
kew-209784,A,Rubiaceae,,Uncaria,,"ferrea",,"","(Blume) DC.",Synonym,,H,WCSP,209784,768235-1,"Prodr.","4: 348","","1830",kew-209824
kew-209785,A,Rubiaceae,,Uncaria,,"ferrea",var.,"appendiculata","(Benth.) Valeton",Synonym,,L,WCSP,209785,,"Bot. Jahrb. Syst.","60: 54","","1926",kew-209823
kew-209786,A,Rubiaceae,,Uncaria,,"ferrea",f.,"borneensis","Miq.",Synonym,,L,WCSP,209786,,"Ann. Mus. Bot. Lugduno-Batavi","4: 186","","1869",kew-209824
kew-209787,A,Rubiaceae,,Uncaria,,"ferrea",subsp.,"glabrata","(Blume) Kuntze",Synonym,,L,WCSP,209787,,"Revis. Gen. Pl.","1: 301","","1891",kew-209825
kew-209788,A,Rubiaceae,,Uncaria,,"ferrea",var.,"tomentosa","King",Synonym,,L,WCSP,209788,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","72(2): 131","","1903",kew-209824
kew-209789,A,Rubiaceae,,Uncaria,,"ferruginea",,"","(Blume) DC.",Synonym,,H,WCSP,209789,768236-1,"Prodr.","4: 348","","1830",kew-209771
kew-209791,A,Rubiaceae,,Uncaria,,"firma",,"","Valeton",Synonym,,H,WCSP,209791,768238-1,"Bot. Jahrb. Syst.","60: 59","","1925",kew-209739
kew-209792,A,Rubiaceae,,Uncaria,,"florida",,"","Vidal",Synonym,,H,WCSP,209792,768239-1,"Phan. Cuming. Philipp.","176","","1885",kew-209832
kew-209793,A,Rubiaceae,,Uncaria,,"forbesii",,"","Wernham",Synonym,,H,WCSP,209793,768240-1,"J. Bot.","56: 68","","1918",kew-209739
kew-209794,A,Rubiaceae,,Uncaria,,"formosana",,"","(Matsum.) Hayata",Synonym,,H,WCSP,209794,768241-1,"Icon. Pl. Formosan.","9: 49","","1920",kew-209806
kew-209795,A,Rubiaceae,,Uncaria,,"gambier",,"","Thwaites",Misapplied,,H,WCSP,209795,768244-1,"Enum. Pl. Zeyl.","138","","1859",kew-209780
kew-209796,A,Rubiaceae,,Uncaria,,"gambir",,"","(Hunter) Roxb.",Accepted,,H,WCSP,209796,,"Hort. Bengal.","86","","1814",
kew-209797,A,Rubiaceae,,Uncaria,,"gambir",var.,"latifolia","S.Moore",Synonym,,L,WCSP,209797,,"J. Bot.","62(Suppl.): 47","","1924",kew-209796
kew-209798,A,Rubiaceae,,Uncaria,,"glabrata",,"","(Blume) DC.",Synonym,,H,WCSP,209798,768245-1,"Prodr.","4: 348","","1830",kew-209825
kew-209799,A,Rubiaceae,,Uncaria,,"glabrata",,"","Fern.-Vill.",Synonym,,H,WCSP,209799,768246-1,"Fl. Filip., ed. 3","4(13A): 105","","1880",kew-209832
kew-209800,A,Rubiaceae,,Uncaria,,"glabrescens",,"","Merr. & L.M.Perry",Synonym,,H,WCSP,209800,768247-1,"J. Arnold Arbor.","25: 191","","1944",kew-209826
kew-209801,A,Rubiaceae,,Uncaria,,"glaucescens",,"","Craib",Synonym,,H,WCSP,209801,768248-1,"Bull. Misc. Inform. Kew","1931: 210","","1931",kew-209771
kew-2450263,A,Pedaliaceae,,Uncaria,,"grandidieri",,"","Kuntze",Unresolved,,L,WCSP (in review),,676013-1,"Revis. Gen. Pl.","2: 481","","1891",
kew-209802,A,Rubiaceae,,Uncaria,,"grandifolia",,"","Baker",Synonym,,H,WCSP,209802,768249-1,"Bull. Misc. Inform. Kew","1896: 23","","1896",kew-209769
kew-209803,A,Rubiaceae,,Uncaria,,"guianensis",,"","(Aubl.) J.F.Gmel.",Accepted,,H,WCSP,209803,768250-1,"Syst. Nat.","370","","1791",
kew-209804,A,Rubiaceae,,Uncaria,,"hallii",,"","Korth.",Synonym,,H,WCSP,209804,768251-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","165","","1842",kew-209772
kew-209805,A,Rubiaceae,,Uncaria,,"havilandiana",,"","S.Moore",Synonym,,H,WCSP,209805,768252-1,"J. Bot.","61(Suppl.): 23","","1923",kew-209836
kew-209806,A,Rubiaceae,,Uncaria,,"hirsuta",,"","Havil.",Accepted,,H,WCSP,209806,768253-1,"J. Linn. Soc., Bot.","33: 88","","1897",
kew-209807,A,Rubiaceae,,Uncaria,,"homomalla",,"","Miq.",Accepted,,H,WCSP,209807,768254-1,"Fl. Ned. Ind.","2: 343","","1857",
